WMO,Cycle,Category,CYCLE_NUMBER
1901339,112,3,112.0
1901339,178,4,178.0
1901339,325,2,325.0
1901339,376,2,376.0
1901339,410,1,410.0
1901339,431,2,431.0
1901339,448,2,448.0
1901339,465,0,465.0
1901339,481,2,481.0
1901339,513,1,513.0
1901339,529,1,529.0
1901339,536,4,536.0
1901339,560,1,560.0
1901339,576,1,576.0
1901339,605,3,605.0
1901339,623,1,623.0
1901339,637,1,637.0
1901339,652,2,652.0
1901339,682,1,682.0
1901348,52,2,52.0
1901348,56,2,56.0
1902332,178,0,178.0
1902332,1,0,1.0
1902332,176,0,176.0
1902332,10,2,10.0
1902332,188,0,188.0
1902332,100,1,100.0
1902332,189,3,189.0
1902332,101,2,101.0
1902332,198,2,198.0
1902332,102,1,102.0
1902332,2,1,2.0
1902332,103,2,103.0
1902332,201,0,201.0
1902332,104,2,104.0
1902332,23,0,23.0
1902332,107,2,107.0
1902332,24,3,24.0
1902332,11,2,11.0
1902332,25,3,25.0
1902332,110,2,110.0
1902332,26,2,26.0
1902332,112,2,112.0
1902332,28,2,28.0
1902332,113,1,113.0
1902332,29,2,29.0
1902332,117,2,117.0
1902332,3,2,3.0
1902332,118,2,118.0
1902332,30,2,30.0
1902332,12,2,12.0
1902332,31,1,31.0
1902332,124,2,124.0
1902332,32,2,32.0
1902332,125,2,125.0
1902332,37,2,37.0
1902332,143,1,143.0
1902332,39,2,39.0
1902332,144,0,144.0
1902332,4,2,4.0
1902332,146,1,146.0
1902332,48,1,48.0
1902332,147,2,147.0
1902332,49,0,49.0
1902332,148,3,148.0
1902332,5,2,5.0
1902332,149,2,149.0
1902332,50,0,50.0
1902332,15,2,15.0
1902332,51,0,51.0
1902332,150,0,150.0
1902332,52,0,52.0
1902332,151,0,151.0
1902332,53,0,53.0
1902332,152,0,152.0
1902332,56,0,56.0
1902332,153,3,153.0
1902332,58,1,58.0
1902332,154,2,154.0
1902332,59,1,59.0
1902332,155,1,155.0
1902332,6,2,6.0
1902332,156,1,156.0
1902332,60,1,60.0
1902332,157,0,157.0
1902332,65,1,65.0
1902332,158,2,158.0
1902332,67,0,67.0
1902332,159,1,159.0
1902332,8,1,8.0
1902332,16,2,16.0
1902332,84,0,84.0
1902332,160,1,160.0
1902332,87,0,87.0
1902332,161,0,161.0
1902332,89,0,89.0
1902332,164,0,164.0
1902332,95,0,95.0
1902332,165,0,165.0
1902332,96,0,96.0
1902332,172,0,172.0
1902332,175,0,175.0
1902332,190,0,190.0
1902332,194,0,194.0
1902332,195,0,195.0
1902332,197,0,197.0
1902380,3,2,3.0
1902380,4,2,4.0
1902380,43,0,43.0
1902380,5,2,5.0
1902380,75,0,75.0
1902380,80,2,80.0
1902380,81,0,81.0
1902381,45,2,45.0
1902382,16,2,16.0
1902382,17,0,17.0
1902382,47,0,47.0
1902382,55,1,55.0
1902382,74,1,74.0
1902382,80,0,80.0
1902382,81,2,81.0
1902382,82,0,82.0
1902382,9,0,9.0
1902384,16,2,16.0
1902384,32,0,32.0
1902384,58,3,58.0
1902384,83,0,83.0
1902453,2,2,2.0
1902453,24,3,24.0
1902454,25,3,25.0
1902454,32,0,32.0
1902455,10,0,10.0
1902455,11,0,11.0
1902455,3,0,3.0
1902455,34,0,34.0
1902457,14,0,14.0
1902457,19,0,19.0
1902457,22,0,22.0
1902457,30,0,30.0
1902457,5,0,5.0
1902593,1,0,1.0
1902593,10,0,10.0
1902593,11,0,11.0
1902593,12,0,12.0
1902593,13,0,13.0
1902593,14,2,14.0
1902593,15,0,15.0
1902593,21,1,21.0
1902593,26,0,26.0
1902593,27,0,27.0
1902593,28,0,28.0
1902593,29,0,29.0
1902593,33,2,33.0
1902593,34,2,34.0
1902593,35,0,35.0
1902593,36,0,36.0
1902593,37,0,37.0
1902593,39,2,39.0
1902593,43,0,43.0
1902593,44,0,44.0
1902593,46,2,46.0
1902593,47,1,47.0
1902593,48,2,48.0
1902593,5,0,5.0
1902593,7,0,7.0
1902644,14,0,14.0
1902646,13,0,13.0
1902646,18,0,18.0
2902091,3,0,3.0
2902091,9,0,9.0
2902093,117,3,117.0
2902093,121,0,121.0
2902093,122,0,122.0
2902093,125,0,125.0
2902093,157,0,157.0
2902093,176,2,176.0
2902093,31,0,31.0
2902093,43,0,43.0
2902093,45,0,45.0
2902093,46,0,46.0
2902093,50,0,50.0
2902093,53,0,53.0
2902093,54,0,54.0
2902093,55,0,55.0
2902093,75,0,75.0
2902093,77,0,77.0
2902093,79,0,79.0
2902093,80,0,80.0
2902093,91,0,91.0
2902158,125,4,125.0
2902271,101,0,101.0
2902272,106,0,106.0
2902272,159,2,159.0
2902272,87,0,87.0
2902277,128,2,128.0
2902762,18,0,18.0
2902762,1,0,1.0
2902762,179,0,179.0
2902762,10,0,10.0
2902762,180,0,180.0
2902762,101,0,101.0
2902762,182,0,182.0
2902762,108,2,108.0
2902762,188,0,188.0
2902762,11,0,11.0
2902762,189,0,189.0
2902762,110,0,110.0
2902762,19,0,19.0
2902762,112,0,112.0
2902762,191,0,191.0
2902762,113,0,113.0
2902762,192,0,192.0
2902762,114,0,114.0
2902762,194,0,194.0
2902762,115,0,115.0
2902762,195,0,195.0
2902762,117,0,117.0
2902762,196,0,196.0
2902762,119,0,119.0
2902762,197,0,197.0
2902762,12,0,12.0
2902762,198,0,198.0
2902762,124,0,124.0
2902762,199,0,199.0
2902762,125,0,125.0
2902762,2,0,2.0
2902762,127,0,127.0
2902762,200,0,200.0
2902762,128,0,128.0
2902762,201,0,201.0
2902762,129,0,129.0
2902762,202,0,202.0
2902762,131,0,131.0
2902762,203,0,203.0
2902762,132,0,132.0
2902762,204,0,204.0
2902762,133,0,133.0
2902762,205,0,205.0
2902762,134,0,134.0
2902762,206,0,206.0
2902762,135,0,135.0
2902762,22,0,22.0
2902762,136,0,136.0
2902762,25,0,25.0
2902762,139,0,139.0
2902762,26,0,26.0
2902762,14,0,14.0
2902762,28,0,28.0
2902762,140,0,140.0
2902762,3,0,3.0
2902762,141,3,141.0
2902762,31,0,31.0
2902762,142,0,142.0
2902762,32,0,32.0
2902762,15,0,15.0
2902762,35,0,35.0
2902762,16,0,16.0
2902762,36,0,36.0
2902762,163,0,163.0
2902762,38,0,38.0
2902762,165,0,165.0
2902762,39,0,39.0
2902762,169,0,169.0
2902762,4,0,4.0
2902762,17,0,17.0
2902762,40,0,40.0
2902762,171,0,171.0
2902762,41,0,41.0
2902762,172,0,172.0
2902762,42,0,42.0
2902762,174,0,174.0
2902762,43,0,43.0
2902762,176,0,176.0
2902762,44,0,44.0
2902762,177,0,177.0
2902762,46,0,46.0
2902762,178,0,178.0
2902762,184,0,184.0
2902762,47,0,47.0
2902762,185,0,185.0
2902762,48,0,48.0
2902762,186,0,186.0
2902762,49,0,49.0
2902762,187,0,187.0
2902762,5,0,5.0
2902762,50,0,50.0
2902762,51,0,51.0
2902762,52,0,52.0
2902762,53,0,53.0
2902762,55,0,55.0
2902762,56,0,56.0
2902762,57,0,57.0
2902762,58,0,58.0
2902762,59,0,59.0
2902762,60,0,60.0
2902762,61,0,61.0
2902762,62,0,62.0
2902762,65,0,65.0
2902762,66,0,66.0
2902762,67,0,67.0
2902762,69,0,69.0
2902762,7,0,7.0
2902762,71,0,71.0
2902762,72,0,72.0
2902762,73,0,73.0
2902762,74,0,74.0
2902762,75,0,75.0
2902762,78,0,78.0
2902762,79,0,79.0
2902762,8,0,8.0
2902762,80,0,80.0
2902762,82,0,82.0
2902762,83,0,83.0
2902762,84,0,84.0
2902762,85,0,85.0
2902762,86,0,86.0
2902762,87,0,87.0
2902762,88,0,88.0
2902762,89,0,89.0
2902762,9,0,9.0
2902762,90,0,90.0
2902762,91,0,91.0
2902762,92,0,92.0
2902762,93,0,93.0
2902762,94,0,94.0
2902762,95,0,95.0
2902762,96,0,96.0
2902762,97,0,97.0
2902762,98,0,98.0
2903213,1,3,1.0
2903213,2,2,2.0
2903329,10,0,10.0
2903329,9,3,9.0
2903329,11,0,11.0
2903329,13,0,13.0
2903329,15,0,15.0
2903329,16,0,16.0
2903329,18,0,18.0
2903329,30,0,30.0
2903329,31,0,31.0
2903329,34,0,34.0
2903329,38,0,38.0
2903329,39,0,39.0
2903329,40,2,40.0
2903329,41,0,41.0
2903329,42,0,42.0
2903329,47,0,47.0
2903329,48,0,48.0
2903329,49,0,49.0
2903329,50,0,50.0
2903329,51,0,51.0
2903329,52,0,52.0
2903329,53,0,53.0
2903329,54,0,54.0
2903329,55,0,55.0
2903329,56,0,56.0
2903329,57,0,57.0
2903329,58,0,58.0
2903329,59,0,59.0
2903329,60,0,60.0
2903329,61,0,61.0
2903329,7,0,7.0
2903329,72,0,72.0
2903329,73,0,73.0
2903329,74,0,74.0
2903329,75,0,75.0
2903329,76,0,76.0
2903329,77,3,77.0
2903329,79,2,79.0
2903329,8,0,8.0
2903329,80,0,80.0
2903329,81,1,81.0
2903329,82,2,82.0
2903330,1,0,1.0
2903330,10,0,10.0
2903330,11,0,11.0
2903330,14,0,14.0
2903330,16,0,16.0
2903330,19,0,19.0
2903330,2,0,2.0
2903330,20,0,20.0
2903330,21,0,21.0
2903330,26,0,26.0
2903330,28,2,28.0
2903330,29,0,29.0
2903330,3,0,3.0
2903330,30,0,30.0
2903330,31,0,31.0
2903330,33,0,33.0
2903330,36,2,36.0
2903330,38,0,38.0
2903330,39,0,39.0
2903330,40,2,40.0
2903330,41,0,41.0
2903330,42,0,42.0
2903330,46,0,46.0
2903330,50,3,50.0
2903330,51,0,51.0
2903330,52,0,52.0
2903330,53,0,53.0
2903330,56,0,56.0
2903330,57,0,57.0
2903330,58,0,58.0
2903330,59,0,59.0
2903330,62,0,62.0
2903330,63,0,63.0
2903330,71,1,71.0
2903330,74,2,74.0
2903330,75,2,75.0
2903330,8,2,8.0
2903330,81,2,81.0
2903330,82,2,82.0
2903392,30,0,30.0
2903392,10,2,10.0
2903392,29,0,29.0
2903392,101,2,101.0
2903392,32,0,32.0
2903392,105,0,105.0
2903392,76,1,76.0
2903392,106,1,106.0
2903392,89,1,89.0
2903392,11,0,11.0
2903392,9,0,9.0
2903392,114,0,114.0
2903392,92,2,92.0
2903392,115,0,115.0
2903392,93,1,93.0
2903392,117,0,117.0
2903392,94,2,94.0
2903392,119,0,119.0
2903392,99,2,99.0
2903392,124,0,124.0
2903392,130,2,130.0
2903392,131,1,131.0
2903392,132,2,132.0
2903392,133,1,133.0
2903392,134,2,134.0
2903392,136,2,136.0
2903392,137,2,137.0
2903392,138,0,138.0
2903392,140,2,140.0
2903392,142,2,142.0
2903392,143,2,143.0
2903392,144,2,144.0
2903392,145,2,145.0
2903392,146,2,146.0
2903392,148,3,148.0
2903392,149,2,149.0
2903392,150,3,150.0
2903392,151,0,151.0
2903392,155,0,155.0
2903392,156,2,156.0
2903392,157,3,157.0
2903392,158,2,158.0
2903392,159,2,159.0
2903392,160,2,160.0
2903392,161,2,161.0
2903392,162,2,162.0
2903392,163,2,163.0
2903392,164,1,164.0
2903392,165,1,165.0
2903392,166,2,166.0
2903392,24,0,24.0
2903392,77,2,77.0
2903392,78,2,78.0
2903392,84,0,84.0
2903392,88,0,88.0
2903393,101,0,101.0
2903393,102,0,102.0
2903393,103,0,103.0
2903393,108,0,108.0
2903393,111,0,111.0
2903393,112,2,112.0
2903393,113,0,113.0
2903393,115,2,115.0
2903393,116,2,116.0
2903393,132,0,132.0
2903393,137,0,137.0
2903393,139,0,139.0
2903393,145,0,145.0
2903393,151,0,151.0
2903393,16,0,16.0
2903393,29,2,29.0
2903393,36,0,36.0
2903393,46,0,46.0
2903393,47,0,47.0
2903393,55,0,55.0
2903393,58,0,58.0
2903393,60,2,60.0
2903393,61,2,61.0
2903393,84,0,84.0
2903393,85,0,85.0
2903395,1,0,1.0
2903395,101,2,101.0
2903395,12,0,12.0
2903395,125,0,125.0
2903395,127,0,127.0
2903395,129,1,129.0
2903395,131,2,131.0
2903395,144,1,144.0
2903395,146,0,146.0
2903395,149,1,149.0
2903395,155,2,155.0
2903395,158,1,158.0
2903395,159,2,159.0
2903395,160,2,160.0
2903395,161,1,161.0
2903395,162,2,162.0
2903395,164,1,164.0
2903395,166,1,166.0
2903395,167,1,167.0
2903395,168,1,168.0
2903395,3,0,3.0
2903395,4,0,4.0
2903395,48,0,48.0
2903395,52,0,52.0
2903395,53,2,53.0
2903395,54,3,54.0
2903395,55,2,55.0
2903395,6,3,6.0
2903395,7,0,7.0
2903395,70,1,70.0
2903395,8,2,8.0
2903395,87,2,87.0
2903395,92,2,92.0
2903395,99,2,99.0
2903396,14,2,14.0
2903396,17,3,17.0
2903451,10,0,10.0
2903451,42,3,42.0
2903451,8,0,8.0
2903454,20,2,20.0
2903455,18,1,18.0
2903455,21,1,21.0
2903455,22,1,22.0
2903455,24,1,24.0
2903456,1,1,1.0
2903456,20,1,20.0
2903456,28,1,28.0
2903456,29,2,29.0
2903456,30,1,30.0
2903456,6,1,6.0
2903459,10,0,10.0
2903459,21,0,21.0
2903459,23,0,23.0
2903459,29,0,29.0
2903459,8,0,8.0
2903461,16,2,16.0
2903461,19,3,19.0
2903461,20,0,20.0
2903461,25,0,25.0
2903461,30,3,30.0
2903461,8,2,8.0
2903462,1,2,1.0
2903462,10,0,10.0
2903462,13,2,13.0
2903462,2,0,2.0
2903462,21,0,21.0
2903462,26,0,26.0
2903462,28,0,28.0
2903462,30,0,30.0
2903462,35,0,35.0
2903462,5,0,5.0
2903462,7,0,7.0
2903463,14,0,14.0
2903463,18,0,18.0
2903463,19,0,19.0
2903463,2,2,2.0
2903463,26,0,26.0
2903463,27,2,27.0
2903463,31,0,31.0
2903463,34,0,34.0
2903463,4,2,4.0
2903463,6,2,6.0
2903463,7,1,7.0
2903464,22,0,22.0
2903464,6,0,6.0
2903465,24,2,24.0
2903465,25,0,25.0
2903465,30,0,30.0
2903465,31,0,31.0
2903467,11,4,11.0
2903467,29,2,29.0
2903468,24,2,24.0
2903468,27,2,27.0
2903468,28,0,28.0
2903468,30,1,30.0
2903473,2,1,2.0
2903666,101,0,101.0
2903666,123,0,123.0
2903666,129,0,129.0
2903666,14,0,14.0
2903666,176,0,176.0
2903666,178,0,178.0
2903666,185,0,185.0
2903666,21,0,21.0
2903666,26,0,26.0
2903783,18,0,18.0
2903783,19,0,19.0
2903783,20,2,20.0
2903783,22,0,22.0
2903783,23,0,23.0
2903783,24,0,24.0
2903783,25,0,25.0
2903783,26,0,26.0
2903783,28,0,28.0
2903783,30,0,30.0
2903783,31,0,31.0
2903783,35,0,35.0
2903783,36,0,36.0
2903783,38,0,38.0
2903783,39,0,39.0
2903783,41,0,41.0
2903783,42,2,42.0
2903783,44,0,44.0
2903783,45,0,45.0
2903783,46,3,46.0
2903783,48,0,48.0
2903783,49,0,49.0
2903783,50,0,50.0
2903783,52,0,52.0
2903783,53,0,53.0
2903783,7,0,7.0
2903854,14,2,14.0
2903854,21,0,21.0
2903856,15,2,15.0
2903856,17,0,17.0
2903856,18,0,18.0
2903862,16,0,16.0
2903862,17,0,17.0
2903862,18,0,18.0
2903862,6,0,6.0
3901497,11,0,11.0
3901497,12,0,12.0
3901497,13,0,13.0
3901497,14,0,14.0
3901497,182,2,182.0
3901497,244,0,244.0
3901497,271,2,271.0
3901498,10,2,10.0
3901498,100,0,100.0
3901498,101,0,101.0
3901498,104,0,104.0
3901498,105,0,105.0
3901498,107,0,107.0
3901498,110,0,110.0
3901498,112,2,112.0
3901498,140,1,140.0
3901498,175,0,175.0
3901498,176,0,176.0
3901498,190,2,190.0
3901498,219,1,219.0
3901498,260,0,260.0
3901498,27,0,27.0
3901498,282,0,282.0
3901498,96,0,96.0
3901498,99,0,99.0
3902120,108,4,108.0
3902120,157,4,157.0
3902120,204,4,204.0
3902120,211,4,211.0
3902120,237,4,237.0
3902120,248,4,248.0
3902120,280,4,280.0
3902120,29,0,29.0
3902121,106,4,106.0
3902121,108,4,108.0
3902121,120,4,120.0
3902121,133,4,133.0
3902121,150,4,150.0
3902121,165,4,165.0
3902121,177,4,177.0
3902121,229,4,229.0
3902121,231,4,231.0
3902121,253,4,253.0
3902121,262,4,262.0
3902121,274,4,274.0
3902121,289,4,289.0
3902121,313,4,313.0
3902121,321,4,321.0
3902121,329,4,329.0
3902121,51,0,51.0
3902121,58,0,58.0
3902121,77,0,77.0
3902122,110,1,110.0
3902122,112,2,112.0
3902122,116,1,116.0
3902122,117,2,117.0
3902122,120,1,120.0
3902122,123,2,123.0
3902122,137,2,137.0
3902122,165,0,165.0
3902122,177,0,177.0
3902122,191,2,191.0
3902122,207,2,207.0
3902122,219,2,219.0
3902122,227,0,227.0
3902122,233,2,233.0
3902122,267,0,267.0
3902122,281,2,281.0
3902122,285,0,285.0
3902122,322,0,322.0
3902122,33,1,33.0
3902122,34,1,34.0
3902123,109,0,109.0
3902123,121,2,121.0
3902123,144,2,144.0
3902123,181,0,181.0
3902123,59,0,59.0
3902123,90,0,90.0
3902123,98,0,98.0
3902124,107,0,107.0
3902124,113,0,113.0
3902124,135,0,135.0
3902124,148,3,148.0
3902124,155,0,155.0
3902124,269,0,269.0
3902124,28,0,28.0
3902124,282,0,282.0
3902124,288,0,288.0
3902124,306,0,306.0
3902124,331,3,331.0
3902124,342,0,342.0
3902124,354,0,354.0
3902124,360,0,360.0
3902124,366,0,366.0
3902124,373,0,373.0
3902124,50,0,50.0
3902124,70,0,70.0
3902124,81,0,81.0
3902125,114,0,114.0
3902125,138,0,138.0
3902125,154,2,154.0
3902125,175,2,175.0
3902125,184,0,184.0
3902125,187,3,187.0
3902125,199,0,199.0
3902125,222,0,222.0
3902125,225,0,225.0
3902125,232,0,232.0
3902125,237,0,237.0
3902125,249,0,249.0
3902125,255,2,255.0
3902125,49,0,49.0
3902125,69,0,69.0
3902498,10,0,10.0
3902498,12,0,12.0
3902498,13,0,13.0
3902498,14,0,14.0
3902498,15,1,15.0
3902498,16,0,16.0
3902498,17,0,17.0
3902498,18,0,18.0
3902498,19,2,19.0
3902498,20,0,20.0
3902498,21,2,21.0
3902498,25,0,25.0
3902498,26,0,26.0
3902498,27,0,27.0
3902498,29,0,29.0
3902498,34,0,34.0
3902498,38,0,38.0
3902498,39,0,39.0
3902498,42,0,42.0
3902498,43,0,43.0
3902498,44,0,44.0
3902498,45,0,45.0
3902498,46,0,46.0
3902498,9,0,9.0
3902589,1,2,1.0
3902589,2,0,2.0
3902589,3,0,3.0
3902589,4,0,4.0
3902589,5,3,5.0
3902589,7,0,7.0
4901802,30,1,30.0
4901802,34,1,34.0
4901802,44,1,44.0
4901802,46,1,46.0
4901802,49,1,49.0
4901802,50,1,50.0
4901802,51,1,51.0
4901802,52,1,52.0
4901802,53,1,53.0
4901802,54,1,54.0
4901802,61,1,61.0
4901802,62,1,62.0
4901802,65,1,65.0
4901802,66,1,66.0
4901802,67,1,67.0
4901802,68,1,68.0
4901802,69,1,69.0
4901802,70,1,70.0
4901802,71,1,71.0
4901802,73,1,73.0
4901802,74,1,74.0
4901802,75,1,75.0
4901802,83,1,83.0
4901802,87,1,87.0
4901802,88,1,88.0
4901802,89,1,89.0
4901802,90,2,90.0
4901802,93,2,93.0
4902437,122,0,122.0
4902437,2,0,2.0
4902437,20,0,20.0
4902437,36,2,36.0
4902437,37,2,37.0
4902437,42,0,42.0
4902437,47,0,47.0
4902437,89,0,89.0
4902602,167,0,167.0
4902602,170,0,170.0
4902602,177,0,177.0
4902602,179,0,179.0
4902602,180,0,180.0
4902602,184,0,184.0
4902602,190,0,190.0
4902602,202,0,202.0
4902602,217,0,217.0
4902602,227,0,227.0
4902602,229,0,229.0
4902602,232,0,232.0
4902602,247,0,247.0
4902630,100,0,100.0
4902630,107,4,107.0
4902630,108,4,108.0
4902630,109,4,109.0
4902630,110,4,110.0
4902630,15,4,15.0
4902630,2,4,2.0
4902630,24,4,24.0
4902630,77,4,77.0
4902630,79,4,79.0
4903274,98,2,98.0
4903365,1,2,1.0
4903365,100,0,100.0
4903365,11,1,11.0
4903365,12,1,12.0
4903365,13,1,13.0
4903365,15,1,15.0
4903365,16,1,16.0
4903365,39,1,39.0
4903365,45,1,45.0
4903365,48,1,48.0
4903365,51,1,51.0
4903365,71,1,71.0
4903365,75,1,75.0
4903365,77,1,77.0
4903365,84,1,84.0
4903365,85,1,85.0
4903365,86,1,86.0
4903365,99,3,99.0
4903456,30,1,30.0
4903456,4,0,4.0
4903456,41,0,41.0
4903458,15,0,15.0
4903458,54,0,54.0
4903459,24,3,24.0
4903459,25,1,25.0
4903459,48,0,48.0
4903459,8,0,8.0
4903462,26,3,26.0
4903462,3,2,3.0
4903463,31,2,31.0
4903463,46,0,46.0
4903463,48,3,48.0
4903463,54,2,54.0
4903486,23,3,23.0
4903486,34,2,34.0
4903489,10,0,10.0
4903499,1,2,1.0
4903499,11,2,11.0
4903499,12,2,12.0
4903499,15,0,15.0
4903499,18,0,18.0
4903499,19,0,19.0
4903499,2,0,2.0
4903499,22,0,22.0
4903499,39,0,39.0
4903499,4,0,4.0
4903499,41,0,41.0
4903499,42,0,42.0
4903499,43,0,43.0
4903499,47,0,47.0
4903499,48,0,48.0
4903499,49,0,49.0
4903499,5,0,5.0
4903499,7,0,7.0
4903500,12,1,12.0
4903500,13,0,13.0
4903500,16,0,16.0
4903500,17,0,17.0
4903500,18,0,18.0
4903500,2,0,2.0
4903500,22,0,22.0
4903500,25,0,25.0
4903500,27,0,27.0
4903500,28,0,28.0
4903500,29,0,29.0
4903500,3,0,3.0
4903500,30,0,30.0
4903500,34,0,34.0
4903500,35,0,35.0
4903500,4,0,4.0
4903500,41,0,41.0
4903500,47,0,47.0
4903500,5,0,5.0
4903500,52,0,52.0
4903500,53,0,53.0
4903500,55,0,55.0
4903500,56,0,56.0
4903500,8,0,8.0
4903500,9,0,9.0
4903532,1,0,1.0
4903532,3,1,3.0
4903587,10,2,10.0
4903587,11,0,11.0
4903587,14,0,14.0
4903587,2,0,2.0
4903587,20,0,20.0
4903587,26,0,26.0
4903587,3,0,3.0
4903587,32,0,32.0
4903587,40,0,40.0
4903587,5,0,5.0
4903587,50,2,50.0
4903587,51,0,51.0
4903587,52,0,52.0
4903587,9,0,9.0
4903657,10,0,10.0
4903657,11,0,11.0
4903657,13,0,13.0
4903657,14,0,14.0
4903657,15,0,15.0
4903657,16,2,16.0
4903657,17,0,17.0
4903657,18,0,18.0
4903657,19,2,19.0
4903657,2,0,2.0
4903657,21,2,21.0
4903657,22,0,22.0
4903657,23,0,23.0
4903657,3,0,3.0
4903657,4,0,4.0
4903657,5,0,5.0
4903657,6,0,6.0
4903657,7,0,7.0
4903657,8,0,8.0
4903657,9,0,9.0
4903744,1,2,1.0
4903744,3,2,3.0
4903744,6,2,6.0
5903274,186,2,186.0
5903586,117,2,117.0
5903586,121,2,121.0
5903586,123,2,123.0
5903586,124,1,124.0
5903586,126,1,126.0
5903586,128,1,128.0
5903586,137,1,137.0
5903586,154,2,154.0
5903586,18,0,18.0
5903586,188,1,188.0
5903586,51,1,51.0
5903586,52,2,52.0
5903586,53,1,53.0
5903586,54,1,54.0
5903586,58,1,58.0
5903592,110,0,110.0
5903592,111,0,111.0
5903592,13,1,13.0
5903592,48,1,48.0
5903592,67,1,67.0
5903593,115,0,115.0
5903593,118,0,118.0
5903593,125,2,125.0
5903593,131,0,131.0
5903593,133,2,133.0
5903593,134,0,134.0
5903593,137,3,137.0
5903593,141,1,141.0
5903593,144,3,144.0
5903593,192,3,192.0
5903593,196,1,196.0
5903593,212,0,212.0
5903593,264,2,264.0
5903593,44,0,44.0
5903593,47,2,47.0
5903593,48,2,48.0
5903593,49,2,49.0
5903593,51,2,51.0
5903593,52,2,52.0
5903593,53,2,53.0
5903593,54,3,54.0
5903593,55,2,55.0
5903593,60,0,60.0
5903593,61,1,61.0
5903593,62,0,62.0
5903593,65,0,65.0
5903593,68,0,68.0
5903593,69,0,69.0
5903593,70,0,70.0
5903593,75,0,75.0
5903593,77,0,77.0
5903593,78,2,78.0
5903593,83,0,83.0
5903629,32,4,32.0
5903629,92,0,92.0
5903649,11,0,11.0
5903649,12,0,12.0
5903649,15,2,15.0
5903649,171,4,171.0
5903649,2,0,2.0
5903649,337,2,337.0
5903649,339,4,339.0
5903649,340,4,340.0
5903649,341,4,341.0
5903649,342,4,342.0
5903649,343,2,343.0
5903649,347,2,347.0
5903649,350,0,350.0
5903649,352,4,352.0
5903649,356,4,356.0
5903649,357,2,357.0
5903649,359,4,359.0
5903649,360,4,360.0
5903649,361,4,361.0
5903649,362,4,362.0
5903649,363,2,363.0
5903649,364,4,364.0
5903649,365,2,365.0
5903649,366,2,366.0
5903649,367,2,367.0
5903649,370,2,370.0
5903649,376,2,376.0
5903649,377,4,377.0
5903649,379,4,379.0
5903649,382,4,382.0
5903649,389,2,389.0
5903649,395,2,395.0
5903649,40,0,40.0
5903649,55,1,55.0
5903649,56,1,56.0
5903679,14,1,14.0
5903679,314,1,314.0
5903679,315,2,315.0
5903679,388,4,388.0
5903679,393,0,393.0
5903711,90,4,90.0
5903718,128,2,128.0
5903718,129,1,129.0
5903718,134,1,134.0
5903718,135,1,135.0
5903718,136,1,136.0
5903718,148,2,148.0
5903718,151,2,151.0
5903718,43,1,43.0
5903718,49,1,49.0
5903718,52,2,52.0
5903718,63,2,63.0
5903718,74,0,74.0
5903887,224,1,224.0
5903887,227,1,227.0
5903887,28,2,28.0
5903887,50,4,50.0
5904021,208,2,208.0
5904021,47,2,47.0
5904105,108,1,108.0
5904105,20,1,20.0
5904105,22,1,22.0
5904105,23,1,23.0
5904105,27,0,27.0
5904105,28,0,28.0
5904105,99,1,99.0
5904179,106,1,106.0
5904179,114,1,114.0
5904179,117,0,117.0
5904179,122,1,122.0
5904179,123,1,123.0
5904179,124,1,124.0
5904179,129,1,129.0
5904179,130,1,130.0
5904179,135,1,135.0
5904179,136,1,136.0
5904179,139,0,139.0
5904179,148,2,148.0
5904179,149,2,149.0
5904179,164,1,164.0
5904179,166,0,166.0
5904179,171,1,171.0
5904179,173,2,173.0
5904179,175,2,175.0
5904179,176,0,176.0
5904179,222,0,222.0
5904179,31,4,31.0
5904179,32,0,32.0
5904179,33,0,33.0
5904179,34,0,34.0
5904179,38,2,38.0
5904179,42,2,42.0
5904179,46,2,46.0
5904179,66,2,66.0
5904179,67,1,67.0
5904179,74,1,74.0
5904179,75,2,75.0
5904179,80,0,80.0
5904179,81,2,81.0
5904179,82,1,82.0
5904179,84,2,84.0
5904179,86,2,86.0
5904185,103,0,103.0
5904185,109,2,109.0
5904185,131,0,131.0
5904185,133,0,133.0
5904185,134,0,134.0
5904185,135,0,135.0
5904185,136,1,136.0
5904185,138,2,138.0
5904185,142,0,142.0
5904185,144,0,144.0
5904185,146,2,146.0
5904185,149,1,149.0
5904185,155,2,155.0
5904185,156,1,156.0
5904185,161,1,161.0
5904185,36,1,36.0
5904185,37,0,37.0
5904185,44,1,44.0
5904185,61,1,61.0
5904185,63,1,63.0
5904185,65,1,65.0
5904185,86,0,86.0
5904188,102,1,102.0
5904188,131,1,131.0
5904188,138,2,138.0
5904188,142,1,142.0
5904188,165,2,165.0
5904188,167,1,167.0
5904188,18,2,18.0
5904396,10,1,10.0
5904396,12,1,12.0
5904396,120,1,120.0
5904396,127,1,127.0
5904396,128,4,128.0
5904396,13,1,13.0
5904396,20,2,20.0
5904396,21,2,21.0
5904396,4,2,4.0
5904396,5,2,5.0
5904396,79,2,79.0
5904396,9,2,9.0
5904471,100,2,100.0
5904471,103,2,103.0
5904471,119,2,119.0
5904471,123,0,123.0
5904472,101,2,101.0
5904473,19,2,19.0
5904473,21,0,21.0
5904473,57,2,57.0
5904474,131,2,131.0
5904474,134,2,134.0
5904475,13,1,13.0
5904475,176,2,176.0
